Timestamp,Department,Energy_Used_kWh,Renewable_Energy_Percentage,Waste_Generated_kg,Recycling_Percentage,Water_Usage_Liters,Efficiency_Score,CO2_Emissions_kg,Sustainable_Transport_Percentage,Non_Renewable_Energy_Percentage
25/09/2023,Waste Management,0.0,0.0,95.04,70.58,0.0,0.0,0.0,0.0,100.0
08/06/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,86.38,0.0,0.0,100.0
13/06/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,85.4,0.0,0.0,100.0
24/07/2023,Energy,1960.56,35.11,0.0,0.0,0.0,0.0,0.0,0.0,64.89
21/04/2023,Energy,3318.99,32.83,0.0,0.0,0.0,0.0,0.0,0.0,67.17
25/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,83.05,0.0,0.0,100.0
23/12/2023,Water Usage,0.0,0.0,0.0,0.0,6425.02,88.84,0.0,0.0,100.0
04/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,173.03,33.39,100.0
09/02/2023,Water Usage,0.0,0.0,0.0,0.0,10122.97,77.14,0.0,0.0,100.0
02/02/2023,Energy,2703.37,58.59,0.0,0.0,0.0,0.0,0.0,0.0,41.41
22/04/2023,Waste Management,0.0,0.0,241.93,38.81,0.0,0.0,0.0,0.0,100.0
25/01/2024,Water Usage,0.0,0.0,0.0,0.0,12369.15,73.59,0.0,0.0,100.0
23/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,98.62,0.0,0.0,100.0
15/11/2023,Water Usage,0.0,0.0,0.0,0.0,5122.26,81.75,0.0,0.0,100.0
24/06/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,93.32,0.0,0.0,100.0
04/10/2023,Energy,823.77,48.43,0.0,0.0,0.0,0.0,0.0,0.0,51.57
14/11/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,196.0,17.78,100.0
09/02/2023,Waste Management,0.0,0.0,392.07,94.94,0.0,0.0,0.0,0.0,100.0
09/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,91.71,68.25,100.0
27/04/2023,Energy,4252.01,24.63,0.0,0.0,0.0,0.0,0.0,0.0,75.37
08/07/2023,Waste Management,0.0,0.0,181.41,78.47,0.0,0.0,0.0,0.0,100.0
26/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,445.81,45.12,100.0
23/02/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,460.86,45.22,100.0
26/10/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,88.72,0.0,0.0,100.0
31/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,91.67,0.0,0.0,100.0
10/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,68.77,0.0,0.0,100.0
28/03/2023,Energy,4477.37,14.08,0.0,0.0,0.0,0.0,0.0,0.0,85.92
28/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,99.43,0.0,0.0,100.0
02/02/2023,Water Usage,0.0,0.0,0.0,0.0,1210.93,94.32,0.0,0.0,100.0
06/03/2023,Waste Management,0.0,0.0,266.47,90.4,0.0,0.0,0.0,0.0,100.0
01/07/2023,Waste Management,0.0,0.0,190.0,38.62,0.0,0.0,0.0,0.0,100.0
08/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,277.87,66.5,100.0
07/10/2023,Energy,2292.69,12.78,0.0,0.0,0.0,0.0,0.0,0.0,87.22
12/01/2023,Water Usage,0.0,0.0,0.0,0.0,1972.33,78.99,0.0,0.0,100.0
27/05/2023,Energy,1487.55,50.42,0.0,0.0,0.0,0.0,0.0,0.0,49.58
07/05/2023,Water Usage,0.0,0.0,0.0,0.0,19104.03,83.97,0.0,0.0,100.0
24/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,174.1,52.71,100.0
29/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,61.78,0.0,0.0,100.0
21/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,497.48,64.18,100.0
22/11/2023,Water Usage,0.0,0.0,0.0,0.0,14243.78,92.58,0.0,0.0,100.0
06/10/2023,Energy,2772.87,83.13,0.0,0.0,0.0,0.0,0.0,0.0,16.870000000000005
07/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,230.21,41.12,100.0
24/03/2023,Water Usage,0.0,0.0,0.0,0.0,3687.48,77.34,0.0,0.0,100.0
09/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,75.54,0.0,0.0,100.0
05/03/2023,Energy,1588.87,39.89,0.0,0.0,0.0,0.0,0.0,0.0,60.11
17/02/2024,Waste Management,0.0,0.0,89.79,39.17,0.0,0.0,0.0,0.0,100.0
23/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.84,0.0,0.0,100.0
01/09/2023,Energy,4980.93,16.07,0.0,0.0,0.0,0.0,0.0,0.0,83.93
24/09/2023,Waste Management,0.0,0.0,348.63,50.24,0.0,0.0,0.0,0.0,100.0
07/02/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,143.65,46.76,100.0
22/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,87.22,0.0,0.0,100.0
26/04/2023,Energy,3758.01,44.35,0.0,0.0,0.0,0.0,0.0,0.0,55.65
28/01/2024,Water Usage,0.0,0.0,0.0,0.0,13881.93,91.35,0.0,0.0,100.0
23/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,86.86,0.0,0.0,100.0
12/05/2023,Energy,581.47,83.71,0.0,0.0,0.0,0.0,0.0,0.0,16.290000000000006
27/08/2023,Energy,1137.21,64.71,0.0,0.0,0.0,0.0,0.0,0.0,35.290000000000006
29/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,65.3,57.78,100.0
06/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,79.09,0.0,0.0,100.0
27/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,92.35,0.0,0.0,100.0
28/09/2023,Waste Management,0.0,0.0,149.89,78.66,0.0,0.0,0.0,0.0,100.0
25/06/2023,Waste Management,0.0,0.0,69.2,67.8,0.0,0.0,0.0,0.0,100.0
17/09/2023,Water Usage,0.0,0.0,0.0,0.0,5934.74,84.25,0.0,0.0,100.0
27/03/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,87.39,30.37,100.0
07/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,62.7,0.0,0.0,100.0
10/02/2023,Energy,2602.95,66.7,0.0,0.0,0.0,0.0,0.0,0.0,33.3
15/06/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,63.13,0.0,0.0,100.0
12/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,62.94,0.0,0.0,100.0
07/04/2023,Water Usage,0.0,0.0,0.0,0.0,1313.08,50.31,0.0,0.0,100.0
12/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,76.62,0.0,0.0,100.0
18/06/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,83.14,0.0,0.0,100.0
18/11/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,377.94,32.4,100.0
25/02/2024,Energy,4644.22,69.08,0.0,0.0,0.0,0.0,0.0,0.0,30.92
21/02/2024,Waste Management,0.0,0.0,278.32,92.65,0.0,0.0,0.0,0.0,100.0
04/12/2023,Waste Management,0.0,0.0,482.7,94.73,0.0,0.0,0.0,0.0,100.0
30/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,236.79,30.01,100.0
09/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,94.18,0.0,0.0,100.0
23/11/2023,Waste Management,0.0,0.0,278.49,24.7,0.0,0.0,0.0,0.0,100.0
28/01/2024,Water Usage,0.0,0.0,0.0,0.0,17234.28,92.97,0.0,0.0,100.0
15/04/2023,Energy,1958.94,88.62,0.0,0.0,0.0,0.0,0.0,0.0,11.379999999999995
09/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,407.55,36.49,100.0
09/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,88.34,0.0,0.0,100.0
03/12/2023,Waste Management,0.0,0.0,56.02,55.75,0.0,0.0,0.0,0.0,100.0
04/08/2023,Waste Management,0.0,0.0,306.3,42.13,0.0,0.0,0.0,0.0,100.0
28/12/2023,Water Usage,0.0,0.0,0.0,0.0,14275.93,85.59,0.0,0.0,100.0
14/06/2023,Waste Management,0.0,0.0,403.81,86.07,0.0,0.0,0.0,0.0,100.0
08/06/2023,Waste Management,0.0,0.0,318.23,37.21,0.0,0.0,0.0,0.0,100.0
18/02/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,289.63,26.08,100.0
28/09/2023,Waste Management,0.0,0.0,228.47,83.01,0.0,0.0,0.0,0.0,100.0
09/03/2023,Energy,4610.52,24.84,0.0,0.0,0.0,0.0,0.0,0.0,75.16
02/08/2023,Waste Management,0.0,0.0,445.25,92.75,0.0,0.0,0.0,0.0,100.0
04/06/2023,Waste Management,0.0,0.0,117.98,69.9,0.0,0.0,0.0,0.0,100.0
25/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,96.88,0.0,0.0,100.0
18/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,60.46,0.0,0.0,100.0
25/12/2023,Water Usage,0.0,0.0,0.0,0.0,3694.86,76.24,0.0,0.0,100.0
01/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,279.14,61.97,100.0
29/06/2023,Energy,3375.28,27.29,0.0,0.0,0.0,0.0,0.0,0.0,72.71000000000001
08/02/2024,Water Usage,0.0,0.0,0.0,0.0,11419.11,99.27,0.0,0.0,100.0
13/02/2023,Waste Management,0.0,0.0,68.2,39.61,0.0,0.0,0.0,0.0,100.0
11/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,378.8,71.25,100.0
12/04/2023,Waste Management,0.0,0.0,68.21,26.69,0.0,0.0,0.0,0.0,100.0
25/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,68.48,0.0,0.0,100.0
08/04/2023,Water Usage,0.0,0.0,0.0,0.0,15561.14,92.47,0.0,0.0,100.0
18/05/2023,Water Usage,0.0,0.0,0.0,0.0,10772.86,85.72,0.0,0.0,100.0
10/02/2024,Energy,3370.63,84.9,0.0,0.0,0.0,0.0,0.0,0.0,15.099999999999994
18/10/2023,Water Usage,0.0,0.0,0.0,0.0,14492.32,87.71,0.0,0.0,100.0
16/05/2023,Water Usage,0.0,0.0,0.0,0.0,11595.06,66.67,0.0,0.0,100.0
30/07/2023,Water Usage,0.0,0.0,0.0,0.0,4318.51,52.37,0.0,0.0,100.0
27/05/2023,Energy,1809.18,19.72,0.0,0.0,0.0,0.0,0.0,0.0,80.28
23/07/2023,Energy,4172.35,58.18,0.0,0.0,0.0,0.0,0.0,0.0,41.82
26/10/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,296.21,14.19,100.0
11/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,75.75,0.0,0.0,100.0
26/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,85.81,0.0,0.0,100.0
22/02/2024,Energy,4736.94,73.34,0.0,0.0,0.0,0.0,0.0,0.0,26.659999999999997
24/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,196.56,63.38,100.0
20/01/2024,Energy,701.43,35.14,0.0,0.0,0.0,0.0,0.0,0.0,64.86
01/02/2024,Waste Management,0.0,0.0,260.65,56.06,0.0,0.0,0.0,0.0,100.0
01/12/2023,Energy,770.99,69.47,0.0,0.0,0.0,0.0,0.0,0.0,30.53
16/04/2023,Energy,2963.77,55.82,0.0,0.0,0.0,0.0,0.0,0.0,44.18
10/04/2023,Waste Management,0.0,0.0,81.02,67.91,0.0,0.0,0.0,0.0,100.0
12/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,63.41,0.0,0.0,100.0
25/07/2023,Energy,1687.36,89.72,0.0,0.0,0.0,0.0,0.0,0.0,10.280000000000001
01/09/2023,Energy,3384.1,26.81,0.0,0.0,0.0,0.0,0.0,0.0,73.19
12/09/2023,Water Usage,0.0,0.0,0.0,0.0,9720.27,52.88,0.0,0.0,100.0
01/03/2023,Waste Management,0.0,0.0,261.71,89.71,0.0,0.0,0.0,0.0,100.0
16/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,317.66,68.15,100.0
18/02/2023,Energy,542.18,36.94,0.0,0.0,0.0,0.0,0.0,0.0,63.06
08/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,60.94,0.0,0.0,100.0
07/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,341.14,19.38,100.0
03/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,211.56,72.31,100.0
17/06/2023,Water Usage,0.0,0.0,0.0,0.0,7683.29,65.99,0.0,0.0,100.0
15/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.62,0.0,0.0,100.0
18/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,64.68,0.0,0.0,100.0
07/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,293.44,53.94,100.0
09/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,99.06,0.0,0.0,100.0
25/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,113.23,70.47,100.0
01/01/2023,Water Usage,0.0,0.0,0.0,0.0,19224.4,98.43,0.0,0.0,100.0
27/02/2023,Energy,1660.46,11.83,0.0,0.0,0.0,0.0,0.0,0.0,88.17
13/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,81.13,0.0,0.0,100.0
28/09/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,491.79,38.52,100.0
08/07/2023,Energy,812.76,44.77,0.0,0.0,0.0,0.0,0.0,0.0,55.23
27/12/2023,Waste Management,0.0,0.0,440.34,91.3,0.0,0.0,0.0,0.0,100.0
13/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,479.01,73.41,100.0
12/01/2023,Energy,4470.75,13.13,0.0,0.0,0.0,0.0,0.0,0.0,86.87
18/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,418.45,12.38,100.0
09/07/2023,Energy,2070.78,88.82,0.0,0.0,0.0,0.0,0.0,0.0,11.180000000000007
16/04/2023,Waste Management,0.0,0.0,62.66,38.26,0.0,0.0,0.0,0.0,100.0
13/01/2023,Water Usage,0.0,0.0,0.0,0.0,11784.14,79.31,0.0,0.0,100.0
16/02/2024,Waste Management,0.0,0.0,499.87,81.12,0.0,0.0,0.0,0.0,100.0
09/01/2023,Energy,3360.64,82.47,0.0,0.0,0.0,0.0,0.0,0.0,17.53
15/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,117.84,15.42,100.0
13/05/2023,Waste Management,0.0,0.0,94.44,63.97,0.0,0.0,0.0,0.0,100.0
31/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,80.67,0.0,0.0,100.0
10/11/2023,Waste Management,0.0,0.0,283.93,65.57,0.0,0.0,0.0,0.0,100.0
11/10/2023,Water Usage,0.0,0.0,0.0,0.0,14694.14,57.83,0.0,0.0,100.0
28/12/2023,Energy,2045.27,84.64,0.0,0.0,0.0,0.0,0.0,0.0,15.36
08/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,148.72,62.36,100.0
28/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,69.07,0.0,0.0,100.0
13/01/2024,Waste Management,0.0,0.0,159.1,64.14,0.0,0.0,0.0,0.0,100.0
04/06/2023,Waste Management,0.0,0.0,301.17,68.19,0.0,0.0,0.0,0.0,100.0
26/01/2023,Water Usage,0.0,0.0,0.0,0.0,5234.64,84.26,0.0,0.0,100.0
28/08/2023,Water Usage,0.0,0.0,0.0,0.0,10102.12,54.58,0.0,0.0,100.0
29/01/2023,Waste Management,0.0,0.0,171.02,47.01,0.0,0.0,0.0,0.0,100.0
14/07/2023,Waste Management,0.0,0.0,127.4,29.15,0.0,0.0,0.0,0.0,100.0
20/05/2023,Energy,727.53,50.94,0.0,0.0,0.0,0.0,0.0,0.0,49.06
11/01/2023,Water Usage,0.0,0.0,0.0,0.0,16698.77,50.68,0.0,0.0,100.0
19/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,461.65,50.25,100.0
23/05/2023,Waste Management,0.0,0.0,362.22,67.25,0.0,0.0,0.0,0.0,100.0
10/03/2023,Water Usage,0.0,0.0,0.0,0.0,9696.58,57.95,0.0,0.0,100.0
28/08/2023,Energy,2162.81,27.83,0.0,0.0,0.0,0.0,0.0,0.0,72.17
13/03/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,150.89,36.37,100.0
28/04/2023,Waste Management,0.0,0.0,458.15,70.28,0.0,0.0,0.0,0.0,100.0
26/06/2023,Waste Management,0.0,0.0,408.11,87.21,0.0,0.0,0.0,0.0,100.0
01/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,274.48,56.87,100.0
11/02/2023,Energy,4651.04,30.63,0.0,0.0,0.0,0.0,0.0,0.0,69.37
20/07/2023,Water Usage,0.0,0.0,0.0,0.0,5283.84,51.1,0.0,0.0,100.0
03/11/2023,Water Usage,0.0,0.0,0.0,0.0,4112.62,68.78,0.0,0.0,100.0
10/12/2023,Energy,4563.4,62.35,0.0,0.0,0.0,0.0,0.0,0.0,37.65
09/04/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,79.16,0.0,0.0,100.0
13/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,64.68,0.0,0.0,100.0
25/12/2023,Waste Management,0.0,0.0,121.21,62.2,0.0,0.0,0.0,0.0,100.0
05/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,88.37,0.0,0.0,100.0
30/01/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,89.99,0.0,0.0,100.0
06/02/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,62.27,0.0,0.0,100.0
17/05/2023,Waste Management,0.0,0.0,423.19,39.79,0.0,0.0,0.0,0.0,100.0
30/12/2023,Water Usage,0.0,0.0,0.0,0.0,9773.13,62.69,0.0,0.0,100.0
27/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,66.95,0.0,0.0,100.0
10/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,94.85,0.0,0.0,100.0
06/02/2024,Green Initiatives,0.0,0.0,0.0,0.0,0.0,96.46,0.0,0.0,100.0
03/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,90.63,33.25,100.0
08/01/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,392.14,69.96,100.0
07/04/2023,Energy,4333.65,23.25,0.0,0.0,0.0,0.0,0.0,0.0,76.75
09/10/2023,Water Usage,0.0,0.0,0.0,0.0,3090.26,94.95,0.0,0.0,100.0
10/05/2023,Waste Management,0.0,0.0,240.63,76.55,0.0,0.0,0.0,0.0,100.0
14/11/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,332.41,27.22,100.0
25/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,93.18,0.0,0.0,100.0
12/08/2023,Waste Management,0.0,0.0,79.42,83.14,0.0,0.0,0.0,0.0,100.0
03/05/2023,Water Usage,0.0,0.0,0.0,0.0,13009.88,84.44,0.0,0.0,100.0
23/12/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,65.18,0.0,0.0,100.0
25/11/2023,Waste Management,0.0,0.0,443.14,34.0,0.0,0.0,0.0,0.0,100.0
30/09/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,93.08,0.0,0.0,100.0
15/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,304.51,67.02,100.0
10/12/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,257.3,47.45,100.0
28/03/2023,Waste Management,0.0,0.0,164.32,88.34,0.0,0.0,0.0,0.0,100.0
05/06/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,446.77,58.56,100.0
08/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,78.18,0.0,0.0,100.0
25/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,66.91,0.0,0.0,100.0
25/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,267.71,48.01,100.0
13/08/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,442.15,37.77,100.0
20/09/2023,Waste Management,0.0,0.0,424.62,65.66,0.0,0.0,0.0,0.0,100.0
08/05/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,253.61,55.85,100.0
08/03/2023,Water Usage,0.0,0.0,0.0,0.0,12810.67,92.86,0.0,0.0,100.0
25/01/2024,Waste Management,0.0,0.0,143.26,78.7,0.0,0.0,0.0,0.0,100.0
01/03/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,468.67,65.66,100.0
22/04/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,70.52,0.0,0.0,100.0
19/07/2023,Waste Management,0.0,0.0,446.5,44.53,0.0,0.0,0.0,0.0,100.0
08/01/2023,Energy,1332.24,53.64,0.0,0.0,0.0,0.0,0.0,0.0,46.36
25/12/2023,Energy,2258.56,84.52,0.0,0.0,0.0,0.0,0.0,0.0,15.480000000000004
23/01/2024,Energy,885.12,59.73,0.0,0.0,0.0,0.0,0.0,0.0,40.27
12/02/2024,Water Usage,0.0,0.0,0.0,0.0,10557.75,57.19,0.0,0.0,100.0
10/02/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,129.12,56.13,100.0
14/12/2023,Energy,585.23,30.67,0.0,0.0,0.0,0.0,0.0,0.0,69.33
12/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,406.43,51.63,100.0
27/07/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,439.83,52.27,100.0
15/03/2023,Energy,3201.8,50.39,0.0,0.0,0.0,0.0,0.0,0.0,49.61
17/07/2023,Waste Management,0.0,0.0,139.59,23.06,0.0,0.0,0.0,0.0,100.0
25/02/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,496.2,20.92,100.0
31/01/2024,Energy,3866.24,76.97,0.0,0.0,0.0,0.0,0.0,0.0,23.03
20/03/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,62.32,0.0,0.0,100.0
11/06/2023,Energy,1700.15,14.9,0.0,0.0,0.0,0.0,0.0,0.0,85.1
07/11/2023,Energy,4000.95,33.64,0.0,0.0,0.0,0.0,0.0,0.0,66.36
01/01/2023,Energy,722.49,15.74,0.0,0.0,0.0,0.0,0.0,0.0,84.26
11/03/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,307.95,75.38,100.0
23/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,93.02,0.0,0.0,100.0
21/02/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,193.25,69.61,100.0
27/11/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,61.76,0.0,0.0,100.0
26/05/2023,Water Usage,0.0,0.0,0.0,0.0,7654.87,94.32,0.0,0.0,100.0
23/01/2023,Energy,517.25,65.76,0.0,0.0,0.0,0.0,0.0,0.0,34.239999999999995
14/02/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,400.04,73.5,100.0
07/01/2024,Transport,0.0,0.0,0.0,0.0,0.0,0.0,249.7,44.17,100.0
11/04/2023,Water Usage,0.0,0.0,0.0,0.0,19351.87,50.8,0.0,0.0,100.0
23/04/2023,Waste Management,0.0,0.0,86.06,40.76,0.0,0.0,0.0,0.0,100.0
23/08/2023,Energy,1046.82,72.6,0.0,0.0,0.0,0.0,0.0,0.0,27.400000000000006
13/05/2023,Energy,4390.79,29.43,0.0,0.0,0.0,0.0,0.0,0.0,70.57
24/12/2023,Waste Management,0.0,0.0,141.94,50.44,0.0,0.0,0.0,0.0,100.0
26/07/2023,Waste Management,0.0,0.0,56.55,28.9,0.0,0.0,0.0,0.0,100.0
29/11/2023,Water Usage,0.0,0.0,0.0,0.0,12768.31,52.41,0.0,0.0,100.0
16/03/2023,Water Usage,0.0,0.0,0.0,0.0,19803.18,84.52,0.0,0.0,100.0
08/11/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,377.16,19.28,100.0
05/07/2023,Waste Management,0.0,0.0,489.5,52.46,0.0,0.0,0.0,0.0,100.0
18/04/2023,Energy,3687.32,30.86,0.0,0.0,0.0,0.0,0.0,0.0,69.14
11/01/2023,Waste Management,0.0,0.0,158.31,83.25,0.0,0.0,0.0,0.0,100.0
30/05/2023,Waste Management,0.0,0.0,447.63,47.63,0.0,0.0,0.0,0.0,100.0
20/01/2023,Waste Management,0.0,0.0,184.78,93.46,0.0,0.0,0.0,0.0,100.0
21/06/2023,Waste Management,0.0,0.0,93.4,83.65,0.0,0.0,0.0,0.0,100.0
04/09/2023,Energy,4901.08,12.73,0.0,0.0,0.0,0.0,0.0,0.0,87.27
25/08/2023,Energy,1254.91,22.17,0.0,0.0,0.0,0.0,0.0,0.0,77.83
05/03/2023,Waste Management,0.0,0.0,456.62,45.07,0.0,0.0,0.0,0.0,100.0
19/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,79.73,0.0,0.0,100.0
24/06/2023,Water Usage,0.0,0.0,0.0,0.0,2000.9,93.69,0.0,0.0,100.0
04/01/2024,Water Usage,0.0,0.0,0.0,0.0,13715.24,73.86,0.0,0.0,100.0
07/12/2023,Energy,526.4,40.27,0.0,0.0,0.0,0.0,0.0,0.0,59.73
28/02/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,240.55,60.68,100.0
15/11/2023,Energy,3891.43,37.03,0.0,0.0,0.0,0.0,0.0,0.0,62.97
07/11/2023,Waste Management,0.0,0.0,195.82,27.18,0.0,0.0,0.0,0.0,100.0
07/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,88.17,0.0,0.0,100.0
15/09/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,259.85,44.35,100.0
03/02/2023,Water Usage,0.0,0.0,0.0,0.0,15404.54,85.52,0.0,0.0,100.0
16/01/2023,Energy,3068.89,70.31,0.0,0.0,0.0,0.0,0.0,0.0,29.689999999999998
17/01/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,79.74,0.0,0.0,100.0
12/09/2023,Water Usage,0.0,0.0,0.0,0.0,8023.55,95.52,0.0,0.0,100.0
10/03/2023,Water Usage,0.0,0.0,0.0,0.0,3560.13,72.72,0.0,0.0,100.0
11/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,74.66,0.0,0.0,100.0
05/07/2023,Water Usage,0.0,0.0,0.0,0.0,17761.56,75.03,0.0,0.0,100.0
26/09/2023,Waste Management,0.0,0.0,423.84,53.41,0.0,0.0,0.0,0.0,100.0
28/04/2023,Transport,0.0,0.0,0.0,0.0,0.0,0.0,71.86,12.13,100.0
02/07/2023,Waste Management,0.0,0.0,311.63,25.73,0.0,0.0,0.0,0.0,100.0
07/07/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,87.07,0.0,0.0,100.0
09/04/2023,Energy,1147.89,23.31,0.0,0.0,0.0,0.0,0.0,0.0,76.69
16/12/2023,Waste Management,0.0,0.0,498.8,79.48,0.0,0.0,0.0,0.0,100.0
07/05/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,93.43,0.0,0.0,100.0
23/08/2023,Green Initiatives,0.0,0.0,0.0,0.0,0.0,96.28,0.0,0.0,100.0
29/12/2023,Waste Management,0.0,0.0,170.41,26.96,0.0,0.0,0.0,0.0,100.0
